 #,Target,Residues,Type,Domains,Residues indomain,Classification,PDB,,,,,,
1,T0759,109,Allgroups,T0759-D1: 12-45,34,TBM,4q28,,,,,,
2,T0759,109,Allgroups,T0759-D2: 46-107,62,TBM,4q28,,,,,,
3,T0760,242,Serveronly,T0760-D1: 33-242,210,TBM,4pqx,,,,,,
4,T0761,285,Allgroups,T0761-D1: 62-149,88,FM,4pw1,,,,,,
5,T0761,285,Allgroups,T0761-D2: 150-285,136,FM,4pw1,,,,,,
6,T0762,280,Serveronly,T0762-D1: 24-280,257,TBM,4q5t,,,,,,
7,T0763,163,Allgroups,T0763-D1: 31-160,130,FM,4q0y,,,,,,
8,T0764,341,Serveronly,T0764-D1: 21-341,321,TBM,4q34,,,,,,
9,T0765,128,Allgroups,T0765-D1: 33-108,76,TBM,4pwu,,,,,,
10,T0766,130,Serveronly,T0766-D1: 23-130,108,TBM,4q53,,,,,,
11,T0767,318,Allgroups,T0767-D1: 57-132,76,TBM,4qpv,,,,,,
12,T0767,318,Allgroups,T0767-D2: 133-312,180,FM,4qpv,,,,,,
13,T0768,170,Serveronly,T0768-D1: 24-166,143,TBM,4oju,,,,,,
14,T0769,112,Allgroups,T0769-D1: 1-97,97,TBM,2mq8,,,,,,
15,T0770,488,Serveronly,T0770-D1: 33-488,456,TBM,4q69,,,,,,
16,T0771,204,Allgroups,"T0771-D1: 27-76,91-191",151,FM,4qe0,,,,,,
17,T0772,265,Serveronly,T0772-D1: 52-265,214,TBM,4qhz,,,,,,
18,T0773,77,Allgroups,T0773-D1: 1-67,67,TBM,2n2u,,,,,,
19,T0774,379,Allgroups,T0774-D1: 31-368,338,TBM-hard,4qb7,,,,,,
20,T0775,390,Allgroups,T0775-D1: 1-47,47,FM,4uxe,,,,,,
21,T0775,390,Allgroups,T0775-D2: 48-113,66,FM,4uxe,,,,,,
22,T0775,390,Allgroups,T0775-D3: 114-149,36,FM,4uxe,,,,,,
23,T0775,390,Allgroups,T0775-D4: 150-210,61,FM,4uxe,,,,,,
24,T0775,390,Allgroups,T0775-D5: 211-355,145,FM,4uxe,,,,,,
25,T0775,390,Allgroups,T0775-D6: 356-390,35,FM,4uxe,,,,,,
26,T0776,256,Serveronly,T0776-D1: 38-256,219,TBM,4q9a,,,,,,
27,T0777,366,Allgroups,T0777-D1: 18-362,345,FM,4v00,,,,,,
28,T0780,259,Serveronly,T0780-D1: 40-134,95,TBM,4qdy,,,,,,
29,T0780,259,Serveronly,T0780-D2: 135-230,96,TBM,4qdy,,,,,,
30,T0781,420,Allgroups,T0781-D1: 41-240,200,FM,4qan,,,,,,
31,T0781,420,Allgroups,T0781-D2: 241-415,175,TBM-hard,4qan,,,,,,
32,T0782,135,Serveronly,T0782-D1: 26-135,110,TBM,4qrl,,,,,,
33,T0783,411,Allgroups,T0783-D1: 1-243,243,TBM,4cvh,,,,,,
34,T0783,411,Allgroups,T0783-D2: 244-411,168,TBM,4cvh,,,,,,
35,T0784,155,Serveronly,T0784-D1: 31-155,125,TBM,4qey,,,,,,
36,T0785,115,Allgroups,T0785-D1: 3-114,112,FM,4d0v,,,,,,
37,T0786,264,Serveronly,T0786-D1: 37-253,217,TBM,4qvu,,,,,,
38,T0789,295,Serveronly,T0789-D1: 6-151,146,FM,4w4i,,,,,,
39,T0789,295,Serveronly,T0789-D2: 152-277,126,FM,4w4i,,,,,,
40,T0790,293,Serveronly,T0790-D1: 1-135,135,FM,4l4w,,,,,,
41,T0790,293,Serveronly,T0790-D2: 136-265,130,FM,4l4w,,,,,,
42,T0791,300,Serveronly,T0791-D1: 6-161,156,FM,4kxr,,,,,,
43,T0791,300,Serveronly,T0791-D2: 162-300,139,FM,4kxr,,,,,,
44,T0792,80,Serveronly,T0792-D1: 1-78,78,TBM,5a49,,,,,,
45,T0793,595,Allgroups,T0793-D1: 2-110,109,FM,5dgk,,,,,,
46,T0793,595,Allgroups,T0793-D2: 111-155,45,FM,5dgk,,,,,,
47,T0793,595,Allgroups,T0793-D3: 156-353,198,TBM-hard,5dgk,,,,,,
48,T0793,595,Allgroups,T0793-D4: 354-438,85,TBM,5dgk,,,,,,
49,T0793,595,Allgroups,T0793-D5: 439-556,118,FM,5dgk,,,,,,
50,T0794,470,Allgroups,T0794-D1: 1-288,288,TBM,4cyf,,,,,,
51,T0794,470,Allgroups,T0794-D2: 291-462,172,FM,4cyf,,,,,,
52,T0795,152,Allgroups,T0795-D1: 4-139,136,TBM,5fjl,,,,,,
53,T0796,309,Serveronly,T0796-D1: 5-300,296,TBM,4pkm,,,,,,
54,T0797,44,Allgroups,T0797-D1: 8-44,37,,4ojk,,,,,,
55,T0798,198,Allgroups,T0798-D1: 1-172,172,,4ojk,,,,,,
56,T0799,408,Allgroups,T0799-D1: 1-141,141,FM,4uw8,,,,,,
57,T0799,408,Allgroups,T0799-D2: 142-192,51,FM,4uw8,,,,,,
58,T0799,408,Allgroups,T0799-D3: 193-243,51,TBM-hard,4uw8,,,,,,
59,T0799,408,Allgroups,T0799-D4: 244-408,165,TBM,4uw8 ,,,,,,
60,T0800,247,Allgroups,T0800-D1: 36-247,212,TBM-hard,4qrk,,,,,,
61,T0801,376,Serveronly,T0801-D1: 3-375,373,TBM,4piw,,,,,,
62,T0802,132,Allgroups,T0802-D1: 6-121,116,FM,4ue0,,,,,,
63,T0803,139,Allgroups,T0803-D1: 1-134,134,TBM,4ogm,,,,,,
64,T0804,202,Allgroups,T0804-D1: 9-45,37,FM,5n83,,,,,,
65,T0804,202,Allgroups,T0804-D2: 46-197,152,FM,5n83,,,,,,
66,T0805,214,Serveronly,T0805-D1: 2-214,213,TBM,-,,,,,,
67,T0806,258,Allgroups,T0806-D1: 1-256,256,FM,5caj,,,,,,
68,T0807,283,Serveronly,T0807-D1: 2-284,283,TBM,4wgh,,,,,,
69,T0808,418,Allgroups,T0808-D1: 19-149,131,TBM,4qhw,,,,,,
70,T0808,418,Allgroups,T0808-D2: 150-418,269,FM,4qhw,,,,,,
71,T0810,383,Allgroups,T0810-D1: 24-136,113,FM,5jp6,,,,,,
72,T0810,383,Allgroups,T0810-D2: 137-379,243,TBM,5jp6,,,,,,
73,T0811,255,Serveronly,T0811-D1: 5-255,251,TBM,-,,,,,,
74,T0812,204,Allgroups,T0812-D1: 5-187,183,TBM-hard,4yeq,,,,,,
75,T0813,307,Serveronly,T0813-D1: 1-302,302,TBM,4wji,,,,,,
76,T0814,424,Allgroups,T0814-D1: 23-159,137,FM,4r7f,,,,,,
77,T0814,424,Allgroups,"T0814-D2: 160-242,387-419",116,FM,4r7f,,,,,,
78,T0814,424,Allgroups,T0814-D3: 243-386,144,TBM-hard,4r7f,,,,,,
79,T0815,106,Serveronly,T0815-D1: 1-106,106,TBM,4u13,,,,,,
80,T0816,68,Allgroups,T0816-D1: 1-68,68,TBM,5a1q,,,,,,
81,T0817,525,Serveronly,"T0817-D1: 36-270,495-524",265,TBM,4wed,,,,,,
82,T0817,525,Serveronly,T0817-D2: 271-494,224,TBM,4wed,,,,,,
83,T0818,166,Allgroups,T0818-D1: 30-163,134,TBM,4r1k,,,,,,
84,T0819,373,Serveronly,T0819-D1: 1-371,371,TBM,4wbt,,,,,,
85,T0820,140,Allgroups,T0820-D1: 2-91,90,FM,-,,,,,,
86,T0820,140,Allgroups,T0820-D2: 99-134,36,TBM,-,,,,,,
87,T0821,275,Serveronly,T0821-D1: 20-274,255,TBM,4r7s,,,,,,
88,T0822,121,Allgroups,T0822-D1: 2-115,114,TBM,5fu5,,,,,,
89,T0823,296,Serveronly,T0823-D1: 1-296,296,TBM,6gtm,,,,,,
90,T0824,110,Allgroups,T0824-D1: 2-109,108,FM,5omt,,,,,,
91,T0826,544,Allgroups,T0826-D1: 11-211,201,FM,5fgn,,,,,,
92,T0826,544,Allgroups,T0826-D2: 212-543,332,TBM,5fgn,,,,,,
93,T0827,407,Allgroups,T0827-D1: 19-211,193,TBM,-,,,,,,
94,T0827,407,Allgroups,T0827-D2: 212-369,158,FM,-,,,,,,
95,T0828,310,Allgroups,T0828-D1: 137-220,84,TBM,4z29,,,,,,
96,T0828,310,Allgroups,T0828-D2: 221-304,84,TBM,4z29,,,,,,
97,T0829,70,Serveronly,T0829-D1: 2-68,67,TBM,4rgi,,,,,,
98,T0830,575,Allgroups,T0830-D1: 27-462,436,TBM-hard,5f15,,,,,,
99,T0830,575,Allgroups,T0830-D2: 463-573,111,TBM,5f15,,,,,,
100,T0831,419,Allgroups,"T0831-D1: 1-108,353-417",173,TBM-hard,4qn1,,,,,,
101,T0831,419,Allgroups,T0831-D2: 109-352,244,FM,4qn1,,,,,,
102,T0832,257,Allgroups,T0832-D1: 10-218,209,FM,4rd8,,,,,,
103,T0833,136,Serveronly,T0833-D1: 29-136,108,TBM,4r03,,,,,,
104,T0834,219,Allgroups,"T0834-D1: 2-37,130-192",99,FM,4r7q,,,,,,
105,T0834,219,Allgroups,T0834-D2: 38-129,92,FM,4r7q,,,,,,
106,T0835,424,Allgroups,T0835-D1: 21-424,404,TBM,-,,,,,,
107,T0836,204,Allgroups,T0836-D1: 1-204,204,FM,-,,,,,,
108,T0837,128,Allgroups,T0837-D1: 1-121,121,FM,5tf3,,,,,,
109,T0838,154,Allgroups,T0838-D1: 28-153,126,TBM,-,,,,,,
110,T0839,262,Serveronly,T0839-D1: 7-262,256,TBM,5oo7,,,,,,
111,T0840,669,Serveronly,T0840-D1: 24-545,522,,4qt8,,,,,,
112,T0840,669,Serveronly,T0840-D2: 546-661,116,,4qt8,,,,,,
113,T0841,253,Serveronly,T0841-D1: 3-246,244,,4qt8,,,,,,
114,T0843,369,Serveronly,T0843-D1: 1-369,369,TBM,4xau,,,,,,
115,T0845,448,Serveronly,T0845-D1: 23-119,97,TBM,4r5o,,,,,,
116,T0845,448,Serveronly,T0845-D2: 120-448,329,TBM,4r5o,,,,,,
